flight_id,t_us,pressure_pa,altitude_rel_m,temp_c,ax_g,ay_g,az_g,a_norm_g,gx_dps,gy_dps,gz_dps,pitch_deg,roll_deg
5,24193,99965.31,-0.0159,25.66,-0.00037,-0.03031,0.99769,0.99815,0.169,0.483,0.034,0.021,-1.740
5,44764,99967.38,-0.1902,25.67,0.00207,-0.03007,1.00013,1.00059,0.230,0.483,0.034,0.028,-1.735
5,48229,99966.88,-0.1480,25.67,-0.00232,-0.02933,0.99891,0.99935,0.291,0.422,-0.088,0.032,-1.733
5,51412,99966.88,-0.1480,25.67,0.00061,-0.02885,0.99672,0.99713,0.169,0.422,0.095,0.032,-1.731
5,55456,99966.88,-0.1480,25.67,-0.00037,-0.02665,1.00111,1.00146,0.169,0.361,0.034,0.033,-1.726
5,59212,99967.19,-0.1744,25.67,0.00061,-0.02689,0.99769,0.99805,0.230,0.300,-0.027,0.033,-1.722
5,63183,99967.19,-0.1744,25.67,0.00012,-0.02860,1.00038,1.00079,0.108,0.422,0.034,0.034,-1.720
5,69075,99968.00,-0.2431,25.67,-0.00013,-0.02689,0.99769,0.99805,0.047,0.300,0.034,0.035,-1.716
5,72097,99968.00,-0.2431,25.67,0.00061,-0.02811,0.99818,0.99858,0.230,0.361,-0.027,0.034,-1.713
5,75163,99968.00,-0.2431,25.67,0.00036,-0.02860,0.99794,0.99835,0.291,0.361,-0.027,0.034,-1.711
5,81076,99965.94,-0.0687,25.67,0.00061,-0.02836,0.99940,0.99980,0.230,0.361,0.095,0.035,-1.708
5,84092,99965.94,-0.0687,25.67,-0.00037,-0.02909,0.99916,0.99958,0.230,0.361,0.095,0.036,-1.706
5,87376,99965.94,-0.0687,25.67,-0.00208,-0.02958,0.99891,0.99935,0.474,0.483,-0.027,0.039,-1.705
5,91131,99965.94,-0.0687,25.66,0.00036,-0.02665,0.99916,0.99951,0.108,0.422,0.034,0.039,-1.701
5,100079,99965.62,-0.0423,25.66,-0.00208,-0.02714,1.00111,1.00148,0.108,0.422,0.034,0.045,-1.697
5,103094,99965.62,-0.0423,25.66,-0.00159,-0.02738,0.99965,1.00002,0.291,0.422,-0.027,0.047,-1.693
5,123283,99965.31,-0.0159,25.66,-0.00061,-0.02323,0.99965,0.99992,0.230,0.422,0.034,0.055,-1.681
5,126102,99966.00,-0.0740,25.66,-0.00379,-0.02421,0.99745,0.99775,0.169,0.483,-0.027,0.060,-1.675
5,132078,99966.00,-0.0740,25.66,-0.00208,-0.02640,0.99965,1.00000,0.169,0.361,-0.027,0.063,-1.671
5,135094,99966.00,-0.0740,25.66,-0.00037,-0.02592,0.99818,0.99852,0.169,0.422,0.034,0.063,-1.667
5,138099,99965.50,-0.0317,25.66,-0.00184,-0.02494,0.99940,0.99971,0.047,0.422,-0.027,0.065,-1.662
5,144078,99965.50,-0.0317,25.66,-0.00159,-0.02860,0.99891,0.99932,0.047,0.422,0.034,0.068,-1.661
5,147097,99965.50,-0.0317,25.66,-0.00037,-0.03007,0.99940,0.99985,0.108,0.422,0.034,0.069,-1.662
5,150102,99964.31,0.0687,25.66,-0.00135,-0.02836,0.99965,1.00005,0.169,0.361,0.034,0.070,-1.661
5,156296,99964.31,0.0687,25.66,-0.00159,-0.02762,0.99916,0.99954,0.108,0.361,0.095,0.073,-1.659
5,159163,99964.31,0.0687,25.66,-0.00208,-0.03129,0.99818,0.99867,0.169,0.361,0.034,0.075,-1.661
5,162253,99963.62,0.1268,25.66,0.00012,-0.02714,0.99965,1.00001,0.169,0.361,0.034,0.074,-1.658
5,168082,99963.62,0.1268,25.66,0.00012,-0.02738,0.99842,0.99880,0.108,0.361,0.034,0.074,-1.656
5,171095,99963.62,0.1268,25.66,-0.00086,-0.02762,1.00013,1.00052,0.169,0.422,-0.027,0.075,-1.654
5,174102,99961.69,0.2907,25.65,-0.00232,-0.02714,1.00013,1.00050,0.047,0.483,0.034,0.078,-1.652
5,180077,99961.69,0.2907,25.65,-0.00110,-0.02494,1.00013,1.00045,0.169,0.361,-0.088,0.080,-1.646
5,183209,99961.69,0.2907,25.65,-0.00159,-0.02836,1.00209,1.00249,0.230,0.422,-0.088,0.081,-1.645
5,186133,99962.31,0.2378,25.65,-0.00110,-0.02714,0.99867,0.99904,0.169,0.483,-0.027,0.082,-1.643
5,192078,99962.31,0.2378,25.65,0.00012,-0.02836,0.99745,0.99785,0.108,0.483,-0.027,0.083,-1.642
5,195097,99963.81,0.1110,25.65,-0.00086,-0.02885,0.99794,0.99835,0.169,0.422,-0.027,0.084,-1.642
5,198093,99963.81,0.1110,25.65,-0.00184,-0.02738,0.99891,0.99929,0.291,0.361,-0.027,0.085,-1.639
5,250348,99963.88,0.1057,25.65,0.00109,-0.02738,1.00038,1.00075,0.169,0.361,0.034,0.101,-1.629
5,254101,99963.69,0.1215,25.65,-0.00110,-0.02396,0.99769,0.99798,0.169,0.361,-0.027,0.101,-1.624
5,257381,99963.69,0.1215,25.65,-0.00135,-0.02885,1.00209,1.00250,0.169,0.300,-0.027,0.102,-1.624
5,261118,99963.69,0.1215,25.65,-0.00061,-0.02885,0.99989,1.00031,0.047,0.300,0.034,0.102,-1.624
5,267222,99964.56,0.0476,25.66,-0.00184,-0.02299,0.99769,0.99796,0.352,0.300,-0.027,0.104,-1.616
5,270132,99964.56,0.0476,25.66,0.00012,-0.02494,0.99818,0.99849,0.352,0.361,0.034,0.102,-1.611
5,273103,99964.56,0.0476,25.66,0.00158,-0.02518,0.99867,0.99899,0.047,0.300,0.095,0.099,-1.608
5,279076,99964.31,0.0687,25.66,-0.00110,-0.02592,0.99989,1.00023,0.108,0.361,-0.027,0.101,-1.605
5,282098,99964.31,0.0687,25.66,0.00085,-0.02860,1.00013,1.00054,0.169,0.361,-0.027,0.099,-1.605
5,285098,99964.31,0.0687,25.66,0.00036,-0.02933,0.99965,1.00008,0.047,0.483,0.034,0.098,-1.606
5,291077,99965.50,-0.0317,25.66,-0.00184,-0.02738,0.99940,0.99978,0.169,0.361,-0.027,0.100,-1.604
5,294096,99965.50,-0.0317,25.66,-0.00306,-0.02396,0.99842,0.99872,0.413,0.361,0.034,0.103,-1.599
5,297103,99965.50,-0.0317,25.66,-0.00110,-0.02665,1.00160,1.00195,0.108,0.361,0.034,0.103,-1.597
5,303078,99964.31,0.0687,25.65,-0.00281,-0.02909,0.99965,1.00007,0.047,0.361,0.095,0.106,-1.598
5,306103,99964.31,0.0687,25.65,-0.00061,-0.02860,1.00062,1.00103,0.230,0.300,0.095,0.106,-1.598
5,309096,99964.31,0.0687,25.65,-0.00086,-0.02592,0.99940,0.99974,0.291,0.483,0.034,0.106,-1.595
5,315077,99964.06,0.0898,25.65,-0.00061,-0.02738,0.99965,1.00002,0.047,0.422,0.034,0.107,-1.594
5,318094,99964.06,0.0898,25.65,0.00158,-0.03080,0.99916,0.99963,0.047,0.544,-0.027,0.105,-1.597
5,321105,99964.06,0.0898,25.64,-0.00135,-0.02762,1.00111,1.00149,0.169,0.483,-0.088,0.106,-1.597
5,327099,99964.00,0.0951,25.64,-0.00208,-0.02885,0.99818,0.99860,0.230,0.361,-0.027,0.108,-1.596
5,330117,99964.00,0.0951,25.64,0.00109,-0.02396,1.00209,1.00237,0.108,0.361,-0.088,0.106,-1.592
5,350313,99963.88,0.1057,25.65,-0.00403,-0.02714,0.99965,1.00002,0.230,0.361,0.034,0.115,-1.586
5,352622,99963.88,0.1057,25.65,-0.00061,-0.02665,0.99720,0.99756,0.169,0.361,0.034,0.115,-1.585
5,359150,99963.94,0.1004,25.65,-0.00354,-0.02787,0.99891,0.99931,0.108,0.300,-0.088,0.118,-1.584
5,362112,99963.94,0.1004,25.65,-0.00208,-0.02958,1.00013,1.00057,0.291,0.422,-0.027,0.119,-1.586
5,365099,99963.94,0.1004,25.65,-0.00037,-0.02738,1.00209,1.00246,0.230,0.483,-0.027,0.119,-1.585
5,374081,99964.50,0.0528,25.65,-0.00281,-0.02518,0.99818,0.99850,0.047,0.361,0.095,0.123,-1.581
5,377114,99964.50,0.0528,25.65,0.00232,-0.03031,0.99818,0.99864,0.108,0.422,0.034,0.119,-1.584
5,383401,99964.75,0.0317,25.65,0.00085,-0.02738,0.99916,0.99953,0.169,0.422,-0.027,0.118,-1.583
5,387174,99964.75,0.0317,25.65,0.00232,-0.02836,0.99549,0.99590,0.230,0.422,-0.027,0.115,-1.583
5,390098,99963.06,0.1744,25.64,-0.00184,-0.02665,0.99745,0.99781,0.047,0.300,-0.027,0.116,-1.582
5,393092,99963.06,0.1744,25.64,-0.00232,-0.02738,1.00135,1.00173,0.291,0.361,-0.027,0.117,-1.581
5,402076,99963.38,0.1480,25.65,-0.00159,-0.02787,0.99842,0.99881,0.291,0.361,0.034,0.120,-1.578
5,405098,99963.38,0.1480,25.65,0.00036,-0.02616,0.99818,0.99852,0.230,0.361,-0.027,0.118,-1.576
5,408094,99963.38,0.1480,25.65,-0.00037,-0.02909,0.99842,0.99885,0.169,0.361,0.034,0.117,-1.578
5,414075,99963.94,0.1004,25.65,0.00036,-0.02933,0.99818,0.99861,0.108,0.300,0.034,0.116,-1.579
5,417096,99963.94,0.1004,25.65,-0.00281,-0.02958,0.99891,0.99935,0.169,0.422,0.034,0.118,-1.581
5,420094,99963.94,0.1004,25.65,0.00036,-0.02714,0.99891,0.99928,0.047,0.361,-0.027,0.116,-1.580
5,426076,99964.81,0.0264,25.65,-0.00208,-0.02689,0.99867,0.99903,0.169,0.239,-0.027,0.118,-1.579
5,429095,99964.81,0.0264,25.65,-0.00086,-0.03031,0.99891,0.99937,0.291,0.422,-0.027,0.118,-1.581
5,432096,99964.81,0.0264,25.65,0.00183,-0.02933,1.00013,1.00057,0.230,0.361,0.034,0.114,-1.582
5,510232,99965.06,0.0053,25.66,-0.00037,-0.02323,0.99867,0.99894,0.169,0.422,-0.027,0.145,-1.564
5,513097,99965.06,0.0053,25.66,-0.00135,-0.03153,0.99940,0.99990,-0.014,0.361,-0.027,0.145,-1.569
5,516096,99965.06,0.0053,25.66,-0.00354,-0.02885,1.00184,1.00226,-0.075,0.300,-0.027,0.147,-1.571
5,522074,99964.75,0.0317,25.66,0.00183,-0.02811,1.00135,1.00175,0.047,0.361,-0.027,0.144,-1.571
5,525097,99964.75,0.0317,25.66,-0.00257,-0.02836,1.00160,1.00200,0.047,0.361,0.034,0.145,-1.572
5,528095,99964.62,0.0423,25.66,-0.00086,-0.02909,0.99842,0.99885,0.047,0.361,0.034,0.144,-1.574
5,534077,99964.62,0.0423,25.66,-0.00159,-0.02665,0.99891,0.99927,0.352,0.300,-0.027,0.145,-1.571
5,537258,99964.62,0.0423,25.66,0.00036,-0.02836,0.99794,0.99834,0.352,0.361,0.034,0.142,-1.571
5,541193,99964.12,0.0846,25.66,0.00061,-0.02665,0.99818,0.99854,0.413,0.483,-0.027,0.141,-1.569
5,544222,99964.12,0.0846,25.66,0.00036,-0.02909,0.99916,0.99958,0.291,0.361,0.034,0.139,-1.570
5,547390,99964.12,0.0846,25.66,-0.00013,-0.02958,0.99891,0.99935,0.108,0.300,0.034,0.137,-1.572
5,551117,99964.88,0.0211,25.66,-0.00061,-0.02958,0.99989,1.00033,0.047,0.361,-0.027,0.136,-1.574
5,557079,99964.88,0.0211,25.66,0.00134,-0.03080,0.99794,0.99841,0.047,0.300,0.034,0.134,-1.578
5,560104,99964.88,0.0211,25.66,0.00280,-0.03080,0.99916,0.99964,0.169,0.300,-0.088,0.129,-1.581
5,563108,99964.31,0.0687,25.66,0.00061,-0.02372,0.99574,0.99602,0.291,0.361,-0.027,0.126,-1.576
5,569077,99964.31,0.0687,25.66,-0.00037,-0.02665,0.99867,0.99902,0.108,0.239,-0.027,0.126,-1.574
5,572261,99964.31,0.0687,25.66,-0.00110,-0.03104,1.00013,1.00062,0.108,0.300,0.034,0.125,-1.578
5,575348,99963.94,0.1004,25.66,-0.00330,-0.02787,0.99696,0.99735,0.352,0.361,-0.027,0.128,-1.577
5,579153,99963.94,0.1004,25.66,-0.00061,-0.03007,0.99794,0.99839,0.108,0.361,0.034,0.127,-1.580
5,585083,99963.94,0.1004,25.66,0.00232,-0.02836,0.99720,0.99761,0.291,0.361,-0.027,0.124,-1.579
5,588128,99963.94,0.1004,25.66,0.00158,-0.03080,0.99794,0.99841,0.291,0.300,-0.027,0.121,-1.582
5,591115,99963.94,0.1004,25.66,-0.00037,-0.02469,0.99891,0.99922,0.230,0.483,-0.027,0.120,-1.578
5,611327,99964.56,0.0476,25.66,-0.00037,-0.02494,1.00013,1.00044,0.108,0.300,0.034,0.124,-1.573
5,615107,99964.56,0.0476,25.66,-0.00159,-0.02714,0.99965,1.00001,0.108,0.361,0.034,0.125,-1.572
5,621078,99964.56,0.0476,25.66,-0.00257,-0.02665,0.99989,1.00025,0.169,0.422,0.034,0.128,-1.570
5,624104,99964.56,0.0476,25.66,-0.00135,-0.02885,0.99794,0.99835,0.108,0.300,0.034,0.128,-1.572
5,627102,99964.56,0.0476,25.66,-0.00086,-0.02787,1.00209,1.00247,0.291,0.422,-0.027,0.127,-1.571
5,633076,99963.31,0.1533,25.65,0.00183,-0.02909,0.99696,0.99739,0.291,0.361,0.034,0.125,-1.572
5,636102,99963.31,0.1533,25.65,-0.00086,-0.02714,0.99867,0.99904,0.230,0.422,0.034,0.125,-1.571
5,639097,99963.31,0.1533,25.65,-0.00232,-0.02372,1.00233,1.00261,0.230,0.300,0.034,0.126,-1.566
5,645078,99963.81,0.1110,25.66,0.00061,-0.02543,0.99965,0.99997,0.169,0.422,-0.027,0.125,-1.562
5,648172,99963.81,0.1110,25.66,-0.00061,-0.02640,0.99940,0.99975,0.230,0.483,-0.088,0.125,-1.561
5,651106,99963.81,0.1110,25.66,-0.00330,-0.02860,1.00013,1.00055,0.047,0.422,0.034,0.127,-1.562
5,657077,99962.25,0.2431,25.65,-0.00232,-0.03007,0.99891,0.99937,0.169,0.361,-0.027,0.129,-1.564
5,660103,99962.25,0.2431,25.65,0.00085,-0.02811,0.99940,0.99980,0.230,0.361,-0.088,0.127,-1.565
5,663103,99962.25,0.2431,25.65,0.00036,-0.02592,0.99769,0.99803,0.230,0.300,-0.027,0.125,-1.563
5,669077,99963.44,0.1427,25.65,-0.00208,-0.02689,0.99769,0.99806,0.169,0.300,0.034,0.126,-1.561
5,672095,99963.44,0.1427,25.65,0.00134,-0.03031,0.99842,0.99889,0.108,0.483,-0.027,0.124,-1.564
5,675287,99963.44,0.1427,25.65,-0.00037,-0.02885,0.99769,0.99811,0.230,0.361,0.034,0.123,-1.565
5,684081,99963.75,0.1163,25.65,0.00085,-0.03104,0.99916,0.99964,0.169,0.483,0.095,0.124,-1.568
5,687095,99963.75,0.1163,25.65,-0.00110,-0.02933,0.99940,0.99983,0.291,0.361,-0.027,0.123,-1.570
5,736446,99964.25,0.0740,25.66,-0.00184,-0.02445,0.99769,0.99799,-0.014,0.361,-0.027,0.141,-1.567
5,740099,99964.25,0.0740,25.66,-0.00208,-0.02787,0.99965,1.00004,-0.075,0.422,-0.027,0.142,-1.568
5,743100,99964.25,0.0740,25.66,-0.00159,-0.03080,0.99940,0.99988,-0.014,0.361,0.034,0.142,-1.572
5,746104,99964.25,0.0740,25.66,0.00109,-0.02958,1.00038,1.00082,0.169,0.422,-0.027,0.139,-1.574
5,752075,99965.25,-0.0106,25.66,-0.00135,-0.03031,0.99842,0.99889,0.230,0.422,0.034,0.140,-1.576
5,755097,99965.25,-0.0106,25.66,-0.00110,-0.03031,0.99867,0.99913,0.352,0.422,-0.027,0.140,-1.578
5,758105,99964.88,0.0211,25.66,-0.00232,-0.02640,0.99891,0.99926,0.413,0.361,-0.088,0.141,-1.576
5,764080,99964.88,0.0211,25.66,-0.00061,-0.02811,0.99574,0.99614,0.230,0.361,0.034,0.141,-1.575
5,767097,99964.88,0.0211,25.66,-0.00403,-0.02811,0.99989,1.00029,0.230,0.300,-0.027,0.143,-1.575
5,770104,99966.31,-0.1004,25.66,-0.00232,-0.02811,0.99940,0.99980,0.169,0.239,0.034,0.144,-1.575
5,776103,99966.31,-0.1004,25.66,0.00134,-0.03031,0.99745,0.99791,0.291,0.422,0.034,0.142,-1.577
5,779327,99966.31,-0.1004,25.66,0.00085,-0.02714,0.99965,1.00001,0.169,0.361,-0.027,0.139,-1.576
5,783143,99965.75,-0.0528,25.66,-0.00061,-0.02714,0.99891,0.99928,0.291,0.422,0.034,0.139,-1.574
5,786100,99965.75,-0.0528,25.66,-0.00086,-0.02421,1.00038,1.00067,0.047,0.361,-0.027,0.138,-1.570
5,792077,99965.75,-0.0528,25.66,0.00036,-0.02445,0.99672,0.99702,-0.014,0.361,-0.088,0.137,-1.567
5,795097,99965.69,-0.0476,25.66,-0.00061,-0.02689,0.99989,1.00025,-0.014,0.300,-0.088,0.136,-1.567
5,798095,99965.69,-0.0476,25.66,-0.00257,-0.02811,0.99891,0.99931,-0.014,0.361,-0.027,0.137,-1.568
5,804076,99966.00,-0.0740,25.66,0.00134,-0.02714,0.99842,0.99879,0.047,0.422,0.034,0.135,-1.567
5,807099,99966.00,-0.0740,25.66,0.00109,-0.02469,0.99842,0.99873,-0.014,0.422,0.034,0.133,-1.564
5,810101,99966.00,-0.0740,25.66,-0.00110,-0.02982,0.99794,0.99838,0.047,0.361,0.034,0.132,-1.567
5,816075,99966.50,-0.1163,25.66,0.00256,-0.02543,0.99965,0.99997,0.108,0.361,0.034,0.129,-1.564
5,836418,99966.69,-0.1321,25.66,0.00207,-0.02714,1.00135,1.00172,0.108,0.361,-0.027,0.131,-1.562
5,840112,99966.62,-0.1268,25.66,-0.00086,-0.02762,1.00111,1.00149,0.108,0.422,0.034,0.131,-1.562
5,843098,99966.62,-0.1268,25.66,0.00158,-0.02494,1.00038,1.00069,0.108,0.422,0.034,0.128,-1.559
5,846099,99966.62,-0.1268,25.66,0.00232,-0.02885,0.99965,1.00006,0.108,0.422,-0.027,0.124,-1.560
5,855073,99966.12,-0.0846,25.66,-0.00013,-0.02787,0.99818,0.99857,0.047,0.361,-0.088,0.125,-1.561
5,858096,99966.12,-0.0846,25.66,-0.00086,-0.02738,0.99842,0.99880,0.108,0.361,-0.027,0.124,-1.561
5,861096,99966.12,-0.0846,25.66,0.00061,-0.03055,0.99842,0.99889,0.108,0.361,0.034,0.122,-1.564
5,867073,99966.88,-0.1480,25.66,-0.00013,-0.02933,0.99989,1.00032,0.108,0.361,0.034,0.122,-1.566
5,870094,99966.88,-0.1480,25.66,-0.00135,-0.02885,1.00062,1.00104,0.108,0.361,0.034,0.122,-1.567
5,873099,99967.44,-0.1955,25.66,-0.00306,-0.02982,0.99989,1.00034,0.169,0.422,0.034,0.124,-1.570
5,879145,99967.44,-0.1955,25.66,-0.00013,-0.02762,0.99647,0.99685,0.108,0.361,-0.027,0.124,-1.569
5,882232,99967.44,-0.1955,25.66,-0.00354,-0.02762,0.99794,0.99832,0.230,0.422,-0.088,0.127,-1.569
5,885121,99967.62,-0.2114,25.66,0.00158,-0.02836,0.99940,0.99980,0.169,0.422,0.034,0.124,-1.570
5,891071,99967.62,-0.2114,25.66,-0.00135,-0.02787,0.99867,0.99906,0.230,0.361,-0.027,0.125,-1.569
5,894096,99967.62,-0.2114,25.66,-0.00452,-0.02640,0.99842,0.99878,0.169,0.300,-0.027,0.129,-1.567
5,897096,99966.50,-0.1163,25.65,0.00085,-0.02958,0.99891,0.99935,0.169,0.361,-0.027,0.126,-1.569
5,903073,99966.50,-0.1163,25.65,-0.00208,-0.02958,1.00013,1.00057,0.230,0.300,-0.027,0.128,-1.570
5,906093,99966.50,-0.1163,25.65,-0.00379,-0.02787,0.99867,0.99906,0.291,0.361,0.095,0.131,-1.570
5,909106,99965.44,-0.0264,25.65,-0.00281,-0.02421,0.99696,0.99726,0.413,0.300,-0.027,0.132,-1.565
5,915075,99965.44,-0.0264,25.65,-0.00013,-0.02714,0.99940,0.99977,0.230,0.361,-0.027,0.132,-1.564
5,918105,99965.44,-0.0264,25.65,-0.00037,-0.02689,0.99794,0.99830,0.291,0.300,0.034,0.130,-1.563
5,995921,99964.25,0.0740,25.66,-0.00061,-0.02738,0.99794,0.99831,0.352,0.422,0.034,0.161,-1.536
5,1002081,99963.44,0.1427,25.65,-0.00061,-0.02787,0.99989,1.00028,0.230,0.361,0.034,0.160,-1.536
5,1005099,99963.44,0.1427,25.65,0.00061,-0.02811,1.00184,1.00224,0.230,0.361,0.034,0.158,-1.536
5,1008094,99963.44,0.1427,25.65,-0.00061,-0.02640,0.99989,1.00024,0.230,0.361,-0.027,0.156,-1.535
5,1014079,99964.75,0.0317,25.66,-0.00159,-0.02909,1.00135,1.00178,0.291,0.300,0.095,0.157,-1.536
5,1017098,99964.75,0.0317,25.66,0.00085,-0.02787,1.00258,1.00296,0.169,0.422,-0.027,0.154,-1.537
5,1020094,99964.75,0.0317,25.66,-0.00037,-0.02714,1.00087,1.00123,0.169,0.422,-0.027,0.152,-1.537
5,1026078,99965.50,-0.0317,25.66,-0.00379,-0.03055,0.99940,0.99988,0.291,0.361,-0.027,0.156,-1.539
5,1029098,99965.50,-0.0317,25.66,0.00085,-0.02567,0.99965,0.99998,0.230,0.361,-0.027,0.153,-1.537
5,1032094,99965.50,-0.0317,25.66,-0.00110,-0.02958,0.99867,0.99911,0.230,0.361,0.034,0.152,-1.540
5,1038079,99964.44,0.0581,25.65,0.00134,-0.02909,0.99891,0.99934,0.169,0.483,0.034,0.150,-1.541
5,1041096,99964.44,0.0581,25.65,-0.00110,-0.02762,0.99989,1.00027,0.169,0.422,-0.027,0.150,-1.542
5,1044127,99964.44,0.0581,25.65,0.00085,-0.02665,1.00062,1.00098,0.169,0.422,-0.088,0.147,-1.541
5,1050077,99966.38,-0.1057,25.66,-0.00086,-0.02982,0.99842,0.99887,0.230,0.422,-0.027,0.148,-1.543
5,1053100,99966.38,-0.1057,25.66,-0.00159,-0.02909,1.00258,1.00300,0.169,0.483,-0.027,0.148,-1.545
5,1056099,99966.38,-0.1057,25.66,-0.00086,-0.02933,0.99696,0.99739,0.169,0.544,0.034,0.148,-1.547
5,1062075,99965.75,-0.0528,25.65,-0.00135,-0.02689,1.00209,1.00245,0.169,0.361,-0.027,0.148,-1.546
5,1065094,99965.75,-0.0528,25.65,-0.00159,-0.02689,0.99647,0.99684,0.230,0.300,0.034,0.148,-1.545
5,1068095,99965.31,-0.0159,25.65,0.00280,-0.02909,0.99891,0.99934,0.230,0.483,-0.027,0.143,-1.547
5,1074103,99965.31,-0.0159,25.65,-0.00061,-0.02714,0.99940,0.99977,0.291,0.361,-0.088,0.143,-1.545
5,1077141,99965.31,-0.0159,25.65,-0.00135,-0.02665,1.00184,1.00220,0.230,0.422,-0.027,0.143,-1.544
5,1097881,99966.38,-0.1057,25.66,0.00012,-0.03007,0.99940,0.99985,0.169,0.361,0.034,0.147,-1.544
5,1101094,99966.38,-0.1057,25.66,-0.00013,-0.02909,0.99745,0.99787,0.230,0.361,0.034,0.146,-1.546
5,1104103,99965.25,-0.0106,25.66,-0.00184,-0.02762,0.99867,0.99905,0.230,0.361,0.095,0.146,-1.546
5,1110074,99965.25,-0.0106,25.66,-0.00232,-0.02518,0.99842,0.99874,0.230,0.422,0.034,0.148,-1.543
5,1113092,99965.25,-0.0106,25.66,-0.00184,-0.02836,0.99769,0.99810,0.108,0.361,0.156,0.148,-1.544
5,1116094,99963.88,0.1057,25.65,-0.00013,-0.02762,0.99916,0.99954,0.230,0.361,-0.027,0.147,-1.544
5,1122075,99963.88,0.1057,25.65,-0.00306,-0.02909,0.99867,0.99910,0.169,0.544,-0.027,0.150,-1.546
5,1125095,99963.88,0.1057,25.65,0.00109,-0.03031,0.99940,0.99986,0.169,0.300,0.034,0.147,-1.549
5,1128101,99962.44,0.2272,25.64,-0.00037,-0.02665,0.99940,0.99976,0.169,0.422,-0.027,0.146,-1.548
5,1134076,99962.44,0.2272,25.64,-0.00159,-0.02885,0.99720,0.99762,0.230,0.422,0.034,0.147,-1.549
5,1137094,99962.44,0.2272,25.65,-0.00257,-0.02543,0.99842,0.99875,0.291,0.361,-0.027,0.148,-1.546
5,1140101,99962.44,0.2272,25.65,0.00109,-0.02689,0.99940,0.99976,0.291,0.483,0.034,0.146,-1.545
5,1149078,99963.75,0.1163,25.65,-0.00184,-0.02885,0.99891,0.99933,0.108,0.361,0.034,0.148,-1.547
5,1152096,99963.75,0.1163,25.65,0.00061,-0.02714,0.99965,1.00001,0.169,0.422,0.034,0.145,-1.546
5,1161076,99962.00,0.2642,25.65,-0.00061,-0.03055,1.00087,1.00133,0.108,0.422,-0.027,0.147,-1.549
5,1164094,99962.00,0.2642,25.65,0.00061,-0.02738,0.99769,0.99807,0.108,0.422,-0.027,0.145,-1.550
5,1167095,99962.00,0.2642,25.65,-0.00208,-0.02567,0.99891,0.99924,0.108,0.300,-0.027,0.145,-1.548
5,1173077,99963.38,0.1480,25.65,-0.00184,-0.02592,0.99745,0.99779,0.108,0.239,0.034,0.146,-1.546
5,1176092,99963.38,0.1480,25.65,0.00232,-0.02714,0.99794,0.99831,0.169,0.361,-0.027,0.141,-1.546
5,1229152,99965.50,-0.0317,25.65,-0.00086,-0.03129,1.00038,1.00087,0.169,0.483,0.034,0.164,-1.542
5,1232102,99965.50,-0.0317,25.65,-0.00232,-0.02469,0.99769,0.99800,0.169,0.361,-0.027,0.165,-1.539
5,1235091,99965.50,-0.0317,25.65,-0.00013,-0.02811,0.99794,0.99833,0.108,0.544,0.095,0.163,-1.540
5,1241075,99965.44,-0.0264,25.65,-0.00013,-0.02933,0.99989,1.00032,0.047,0.361,0.095,0.162,-1.542
5,1244096,99965.44,-0.0264,25.65,-0.00061,-0.02787,0.99720,0.99759,0.108,0.422,0.034,0.161,-1.543
5,1247096,99965.44,-0.0264,25.65,-0.00184,-0.02787,0.99965,1.00004,0.047,0.422,0.095,0.161,-1.544
5,1253077,99965.31,-0.0159,25.65,-0.00086,-0.02616,1.00135,1.00170,0.230,0.422,0.034,0.161,-1.542
5,1256095,99965.31,-0.0159,25.65,-0.00061,-0.02885,0.99916,0.99957,0.047,0.300,0.034,0.160,-1.544
5,1259095,99965.31,-0.0159,25.65,0.00134,-0.02738,0.99940,0.99978,0.047,0.300,0.095,0.156,-1.544
5,1265079,99964.88,0.0211,25.66,0.00085,-0.02762,0.99989,1.00027,-0.075,0.239,0.095,0.153,-1.546
5,1268093,99964.88,0.0211,25.66,-0.00306,-0.02982,0.99891,0.99936,-0.014,0.361,0.217,0.155,-1.549
5,1271101,99964.88,0.0211,25.66,0.00036,-0.02640,0.99842,0.99877,-0.075,0.300,0.339,0.152,-1.548
5,1274356,99964.88,0.0211,25.66,0.00109,-0.02665,1.00038,1.00073,-0.014,0.422,0.461,0.149,-1.548
5,1281079,99964.12,0.0846,25.66,-0.00208,-0.02787,1.00135,1.00174,-0.197,0.422,0.400,0.151,-1.550
5,1284097,99964.12,0.0846,25.66,-0.00135,-0.03129,1.00062,1.00111,-0.075,0.361,0.278,0.151,-1.555
5,1287099,99963.81,0.1110,25.66,-0.00306,-0.03080,0.99623,0.99671,-0.014,0.361,0.217,0.152,-1.560
5,1290409,99963.81,0.1110,25.66,0.00012,-0.02811,1.00160,1.00199,0.047,0.239,0.095,0.150,-1.560
5,1300075,99964.06,0.0898,25.66,-0.00208,-0.02958,0.99916,0.99960,0.047,0.422,0.095,0.153,-1.563
5,1303098,99964.06,0.0898,25.66,0.00036,-0.02567,1.00062,1.00095,0.108,0.361,-0.027,0.151,-1.561
5,1306104,99964.06,0.0898,25.66,0.00158,-0.02543,0.99891,0.99924,0.108,0.300,0.034,0.147,-1.558
5,1329851,99963.81,0.1110,25.65,-0.00135,-0.02836,1.00013,1.00054,0.230,0.300,-0.027,0.153,-1.554
